,compound,a,Tc,elements,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
85,V0.07Nb0.93N1,4.426,7.145975,Nb V N,V0.07 Nb0.93 N1,7.0,41.0,34.0,23.37,16.3959,7.0,46.0,82.0,36.0,64.465,17.535,82.0,14.0067,92.90638,78.89968,51.9877692,38.054308043999995,14.0067,63.05,2750.0,2686.95,1386.68,1323.63,63.05,5.0,15.0,10.0,10.0,5.0,15.0,2.0,5.0,3.0,3.4650000000000003,1.465,2.0,71.0,164.0,93.0,117.11500000000001,46.115,71.0,1.6,3.04,1.44,2.32105,0.71895,3.04,1.0,2.0,1.0,1.5350000000000001,0.49755,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.965,1.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.465,0.49754999999999994,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,7.0,7.0,3.035,3.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,2.0,3.0,13.01,18.18,5.17,16.293425,1.7545147499999996,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
86,V0.11Nb0.89N1,4.418,5.465514,Nb V N,V0.11 Nb0.89 N1,7.0,41.0,34.0,23.01,16.0111,7.0,46.0,82.0,36.0,64.445,17.555,82.0,14.0067,92.90638,78.89968,51.1484716,37.164538476,14.0067,63.05,2750.0,2686.95,1375.3400000000001,1312.29,63.05,5.0,15.0,10.0,10.0,5.0,15.0,2.0,5.0,3.0,3.4450000000000003,1.445,2.0,71.0,164.0,93.0,116.89500000000001,45.894999999999996,71.0,1.6,3.04,1.44,2.32165,0.71835,3.04,1.0,2.0,1.0,1.5550000000000002,0.49395,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.945,1.9449999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.445,0.49395,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,7.0,7.0,3.0549999999999997,3.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,2.0,3.0,13.01,18.18,5.17,16.190025,1.7710777499999995,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
87,V0.2Nb0.8N1,4.4,4.00907,Nb V N,V0.2 Nb0.8 N1,7.0,41.0,34.0,22.200000000000003,15.200000000000001,7.0,46.0,82.0,36.0,64.4,17.6,82.0,14.0067,92.90638,78.89968,49.260051999999995,35.253352,14.0067,63.05,2750.0,2686.95,1349.825,1286.775,63.05,5.0,15.0,10.0,10.0,5.0,15.0,2.0,5.0,3.0,3.4,1.4000000000000001,2.0,71.0,164.0,93.0,116.4,45.400000000000006,71.0,1.6,3.04,1.44,2.3230000000000004,0.717,3.04,1.0,2.0,1.0,1.6,0.48,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.9000000000000001,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.4,0.48000000000000004,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,7.0,7.0,3.1000000000000005,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,2.0,3.0,13.01,18.18,5.17,15.957375,1.7780999999999998,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
88,V0.3Nb0.7N1,4.38,3.219766,Nb V N,V0.3 Nb0.7 N1,7.0,41.0,34.0,21.3,14.3,7.0,46.0,82.0,36.0,64.35,17.65,82.0,14.0067,92.90638,78.89968,47.16180799999999,33.155108,14.0067,63.05,2750.0,2686.95,1321.475,1258.425,63.05,5.0,15.0,10.0,10.0,5.0,15.0,2.0,5.0,3.0,3.35,1.35,2.0,71.0,164.0,93.0,115.85,44.849999999999994,71.0,1.6,3.04,1.44,2.3245,0.7155,3.04,1.0,2.0,1.0,1.65,0.455,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.8499999999999999,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.35,0.45499999999999996,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,7.0,7.0,3.1499999999999995,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,2.0,3.0,13.01,18.18,5.17,15.698875,1.7367874999999993,14.76875,0.0,6.437,6.437,3.2185,3.2184999999999997,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
89,V0.4Nb0.6N1,4.36,3.097222,Nb V N,V0.4 Nb0.6 N1,7.0,41.0,34.0,20.4,13.4,7.0,46.0,82.0,36.0,64.3,17.7,82.0,14.0067,92.90638,78.89968,45.063564,31.056863999999997,14.0067,63.05,2750.0,2686.95,1293.125,1230.075,63.05,5.0,15.0,10.0,10.0,5.0,15.0,2.0,5.0,3.0,3.3,1.2999999999999998,2.0,71.0,164.0,93.0,115.3,44.3,71.0,1.6,3.04,1.44,2.326,0.714,3.04,1.0,2.0,1.0,1.7,0.42000000000000004,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.3,0.42000000000000004,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,7.0,7.0,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,2.0,3.0,13.01,18.18,5.17,15.440375000000001,1.6437750000000002,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
90,V0.5Nb0.5N1,4.34,3.546296,Nb V N,V0.5 Nb0.5 N1,7.0,41.0,34.0,19.5,12.5,7.0,46.0,82.0,36.0,64.25,17.75,82.0,14.0067,92.90638,78.89968,42.96532,28.958619999999996,14.0067,63.05,2750.0,2686.95,1264.775,1201.725,63.05,5.0,15.0,10.0,10.0,5.0,15.0,2.0,5.0,3.0,3.25,1.25,2.0,71.0,164.0,93.0,114.75,43.75,71.0,1.6,3.04,1.44,2.3275,0.7125,3.04,1.0,2.0,1.0,1.75,0.375,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,7.0,7.0,3.25,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,2.0,3.0,13.01,18.18,5.17,15.181875,1.4990624999999995,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
91,V0.64Nb0.36N1,4.312,5.235544,Nb V N,V0.64 Nb0.36 N1,7.0,41.0,34.0,18.240000000000002,11.239999999999998,7.0,46.0,82.0,36.0,64.18,17.82,82.0,14.0067,92.90638,78.89968,40.027778399999995,26.0210784,14.0067,63.05,2750.0,2686.95,1225.085,1162.0349999999999,63.05,5.0,15.0,10.0,10.0,5.0,15.0,2.0,5.0,3.0,3.1799999999999997,1.18,2.0,71.0,164.0,93.0,113.98,42.980000000000004,71.0,1.6,3.04,1.44,2.3296,0.7104,3.04,1.0,2.0,1.0,1.82,0.29519999999999996,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.68,1.6800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.18,0.2952,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,7.0,7.0,3.3200000000000003,3.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,2.0,3.0,13.01,18.18,5.17,14.819975,1.2096089999999995,14.76875,0.0,6.437,6.437,3.2185,3.2185000000000006,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
92,V0.75Nb0.25N1,4.29,6.668745,Nb V N,V0.75 Nb0.25 N1,7.0,41.0,34.0,17.25,10.25,7.0,46.0,82.0,36.0,64.125,17.875,82.0,14.0067,92.90638,78.89968,37.71971,23.713009999999997,14.0067,63.05,2750.0,2686.95,1193.9,1130.85,63.05,5.0,15.0,10.0,10.0,5.0,15.0,2.0,5.0,3.0,3.125,1.125,2.0,71.0,164.0,93.0,113.375,42.375,71.0,1.6,3.04,1.44,2.33125,0.70875,3.04,1.0,2.0,1.0,1.875,0.21875,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.625,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.125,0.21875,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,7.0,7.0,3.375,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,2.0,3.0,13.01,18.18,5.17,14.535625,1.1442187500000005,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
93,V0.9Nb0.1N1,4.26,8.707577,Nb V N,V0.9 Nb0.1 N1,7.0,41.0,34.0,15.9,8.9,7.0,46.0,82.0,36.0,64.05,17.95,82.0,14.0067,92.90638,78.89968,34.572344,20.565644,14.0067,63.05,2750.0,2686.95,1151.375,1088.325,63.05,5.0,15.0,10.0,10.0,5.0,15.0,2.0,5.0,3.0,3.05,1.05,2.0,71.0,164.0,93.0,112.55000000000001,41.550000000000004,71.0,1.6,3.04,1.44,2.3335,0.7065000000000001,3.04,1.0,2.0,1.0,1.9500000000000002,0.09499999999999985,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.55,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.05,0.095,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,7.0,7.0,3.45,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,2.0,3.0,13.01,18.18,5.17,14.147874999999999,1.0240875000000005,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
94,V1C0.04N0.96,4.238,9.18768,V C N,V1 C0.04 N0.96,6.0,23.0,17.0,14.979999999999999,8.02,23.0,46.0,82.0,36.0,63.9,17.9,46.0,12.0107,50.9415,38.9308,32.43418,18.50732,50.9415,63.05,3823.0,3759.95,1198.224,1089.7670400000002,2183.0,5.0,15.0,10.0,9.98,4.98,5.0,2.0,4.0,2.0,3.0,1.0,4.0,71.0,153.0,82.0,112.1,40.900000000000006,153.0,1.63,3.04,1.4100000000000001,2.3252,0.6952,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.48,1.48,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.98,0.03919999999999959,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.52,1.52,0.0,0.0,7.0,7.0,3.5,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.02,1.98,7.0,5.64,14.76875,9.12875,13.706800000000001,1.0194720000000004,13.01,0.0,6.437,6.437,3.1796800000000003,3.1796800000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
95,V1C0.1N0.9,4.235,9.51045,V C N,V1 C0.1 N0.9,6.0,23.0,17.0,14.950000000000001,8.05,23.0,46.0,82.0,36.0,63.75,17.75,46.0,12.0107,50.9415,38.9308,32.3743,18.5672,50.9415,63.05,3823.0,3759.95,1311.0225,1123.17525,2183.0,5.0,15.0,10.0,9.95,4.95,5.0,2.0,4.0,2.0,3.0,1.0,4.0,71.0,153.0,82.0,112.25,40.75,153.0,1.63,3.04,1.4100000000000001,2.3105,0.6805000000000001,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.4500000000000002,1.45,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.95,0.09499999999999985,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.55,1.55,0.0,0.0,7.0,7.0,3.5,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.050000000000001,1.95,7.0,5.64,14.76875,9.12875,13.432937500000001,1.2022312500000005,13.01,0.0,6.437,6.437,3.1214500000000003,3.1214500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
96,V1C0.15N0.85,4.2325,9.68178,V C N,V1 C0.15 N0.85,6.0,23.0,17.0,14.924999999999999,8.075,23.0,46.0,82.0,36.0,63.625,17.625,46.0,12.0107,50.9415,38.9308,32.3244,18.617099999999997,50.9415,63.05,3823.0,3759.95,1405.02125,1140.6755625,2183.0,5.0,15.0,10.0,9.925,4.925,5.0,2.0,4.0,2.0,3.0,1.0,4.0,71.0,153.0,82.0,112.375,40.625,153.0,1.63,3.04,1.4100000000000001,2.29825,0.66825,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.4249999999999998,1.4249999999999998,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.925,0.13875000000000015,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.575,1.575,0.0,0.0,7.0,7.0,3.5,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.074999999999999,1.9249999999999998,7.0,5.64,14.76875,9.12875,13.204718750000001,1.3294265625000006,13.01,0.0,6.437,6.437,3.072925,3.072925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
97,V1C0.2N0.8,4.23,9.745136,V C N,V1 C0.2 N0.8,6.0,23.0,17.0,14.9,8.1,23.0,46.0,82.0,36.0,63.5,17.5,46.0,12.0107,50.9415,38.9308,32.2745,18.666999999999998,50.9415,63.05,3823.0,3759.95,1499.02,1148.776,2183.0,5.0,15.0,10.0,9.9,4.9,5.0,2.0,4.0,2.0,3.0,1.0,4.0,71.0,153.0,82.0,112.5,40.5,153.0,1.63,3.04,1.4100000000000001,2.286,0.6560000000000001,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.4000000000000001,1.4,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.9,0.17999999999999972,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,1.6,0.0,0.0,7.0,7.0,3.5,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.1,1.9,7.0,5.64,14.76875,9.12875,12.976500000000001,1.4672999999999992,13.01,0.0,6.437,6.437,3.0244000000000004,3.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
98,V1C0.3N0.7,4.225,9.763649,V C N,V1 C0.3 N0.7,6.0,23.0,17.0,14.85,8.149999999999999,23.0,46.0,82.0,36.0,63.25,17.25,46.0,12.0107,50.9415,38.9308,32.174699999999994,18.766799999999996,50.9415,63.05,3823.0,3759.95,1687.0175,1136.77725,2183.0,5.0,15.0,10.0,9.85,4.85,5.0,2.0,4.0,2.0,3.0,1.0,4.0,71.0,153.0,82.0,112.75,40.25,153.0,1.63,3.04,1.4100000000000001,2.2615,0.6315,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.3499999999999999,1.35,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.85,0.2550000000000002,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.65,1.65,0.0,0.0,7.0,7.0,3.5,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.1499999999999995,1.8499999999999999,7.0,5.64,14.76875,9.12875,12.5200625,2.0640187500000002,13.01,0.0,6.437,6.437,2.9273499999999997,2.92735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
99,V1C0.4N0.6,4.22,9.565947,V C N,V1 C0.4 N0.6,6.0,23.0,17.0,14.799999999999999,8.2,23.0,46.0,82.0,36.0,63.0,17.0,46.0,12.0107,50.9415,38.9308,32.0749,18.8666,50.9415,63.05,3823.0,3759.95,1875.0149999999999,1087.179,2183.0,5.0,15.0,10.0,9.8,4.8,5.0,2.0,4.0,2.0,3.0,1.0,4.0,71.0,153.0,82.0,113.0,40.0,153.0,1.63,3.04,1.4100000000000001,2.237,0.607,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2999999999999998,1.2999999999999998,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.8,0.3200000000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.7,1.7000000000000002,0.0,0.0,7.0,7.0,3.5,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.199999999999999,1.7999999999999998,7.0,5.64,14.76875,9.12875,12.063625,2.5694500000000002,13.01,0.0,6.437,6.437,2.8303000000000003,2.8303000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
100,V1C0.5N0.5,4.215,9.044009,V C N,V1 C0.5 N0.5,6.0,23.0,17.0,14.75,8.25,23.0,46.0,82.0,36.0,62.75,16.75,46.0,12.0107,50.9415,38.9308,31.975099999999998,18.9664,50.9415,63.05,3823.0,3759.95,2063.0125,999.98125,2183.0,5.0,15.0,10.0,9.75,4.75,5.0,2.0,4.0,2.0,3.0,1.0,4.0,71.0,153.0,82.0,113.25,39.75,153.0,1.63,3.04,1.4100000000000001,2.2125,0.5825,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.25,1.25,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.75,0.375,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,1.75,0.0,0.0,7.0,7.0,3.5,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.25,1.75,7.0,5.64,14.76875,9.12875,11.6071875,2.9835937500000003,13.01,0.0,6.437,6.437,2.73325,2.73325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
101,V1C0.6N0.4,4.21,7.851623,V C N,V1 C0.6 N0.4,6.0,23.0,17.0,14.700000000000001,8.3,23.0,46.0,82.0,36.0,62.5,16.5,46.0,12.0107,50.9415,38.9308,31.8753,19.0662,50.9415,63.05,3823.0,3759.95,2251.0099999999998,943.1939999999998,2183.0,5.0,15.0,10.0,9.7,4.7,5.0,2.0,4.0,2.0,3.0,1.0,4.0,71.0,153.0,82.0,113.5,39.5,153.0,1.63,3.04,1.4100000000000001,2.1879999999999997,0.558,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2000000000000002,1.2000000000000002,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.7,0.41999999999999993,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.8,1.8,0.0,0.0,7.0,7.0,3.5,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.300000000000001,1.7,7.0,5.64,14.76875,9.12875,11.150749999999999,3.3064500000000008,13.01,0.0,6.437,6.437,2.6362,2.6362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
102,V1C0.8N0.2,4.2,4.018381,V C N,V1 C0.8 N0.2,6.0,23.0,17.0,14.6,8.4,23.0,46.0,82.0,36.0,62.0,16.0,46.0,12.0107,50.9415,38.9308,31.675700000000003,19.2658,50.9415,63.05,3823.0,3759.95,2627.0049999999997,956.7959999999999,2183.0,5.0,15.0,10.0,9.600000000000001,4.6000000000000005,5.0,2.0,4.0,2.0,3.0,1.0,4.0,71.0,153.0,82.0,114.0,39.0,153.0,1.63,3.04,1.4100000000000001,2.1390000000000002,0.509,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.1,1.1,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.6,0.4800000000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.9000000000000001,1.9,0.0,0.0,7.0,7.0,3.5,3.5000000000000004,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.3999999999999995,1.6,7.0,5.64,14.76875,9.12875,10.237874999999999,3.6783000000000006,13.01,0.0,6.437,6.437,2.4421000000000004,2.4421000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.50000000000003,17.5,229.0
103,V1C0.9N0.1,4.195,2.134325,V C N,V1 C0.9 N0.1,6.0,23.0,17.0,14.549999999999999,8.45,23.0,46.0,82.0,36.0,61.75,15.75,46.0,12.0107,50.9415,38.9308,31.575899999999997,19.3656,50.9415,63.05,3823.0,3759.95,2815.0025000000005,907.19775,2183.0,5.0,15.0,10.0,9.55,4.55,5.0,2.0,4.0,2.0,3.0,1.0,4.0,71.0,153.0,82.0,114.25,38.75000000000001,153.0,1.63,3.04,1.4100000000000001,2.1145,0.4845,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.05,1.05,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.55,0.49500000000000005,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.9500000000000002,1.95,0.0,0.0,7.0,7.0,3.5,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.45,1.55,7.0,5.64,14.76875,9.12875,9.7814375,3.7272937500000003,13.01,0.0,6.437,6.437,2.34505,2.3450500000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
